t,1 [5.00000e+00; 0.00000e+00; 1.50000e+00],2 [5.00000e+00; 0.00000e+00; 3.00000e+00],3 [5.00000e+00; 0.00000e+00; 4.50000e+00],4 [5.00000e+00; 0.00000e+00; 6.00000e+00],5 [5.00000e+00; 0.00000e+00; 7.50000e+00],6 [5.00000e+00; 0.00000e+00; 9.00000e+00],7 [5.00000e+00; 1.50000e+00; 0.00000e+00],8 [5.00000e+00; 3.00000e+00; 0.00000e+00],9 [5.00000e+00; 4.50000e+00; 0.00000e+00],10 [5.00000e+00; 6.00000e+00; 0.00000e+00],11 [5.00000e+00; 7.50000e+00; 0.00000e+00],12 [5.00000e+00; 9.00000e+00; 0.00000e+00],13 [5.00000e+00; 0.00000e+00; -1.50000e+00],14 [5.00000e+00; 0.00000e+00; -3.00000e+00],15 [5.00000e+00; 0.00000e+00; -4.50000e+00],16 [5.00000e+00; 0.00000e+00; -6.00000e+00],17 [5.00000e+00; 0.00000e+00; -7.50000e+00],18 [5.00000e+00; 0.00000e+00; -9.00000e+00],19 [5.00000e+00; -1.50000e+00; 0.00000e+00],20 [5.00000e+00; -3.00000e+00; 0.00000e+00],21 [5.00000e+00; -4.50000e+00; 0.00000e+00],22 [5.00000e+00; -6.00000e+00; 0.00000e+00],23 [5.00000e+00; -7.50000e+00; 0.00000e+00],24 [5.00000e+00; -9.00000e+00; 0.00000e+00],25 [3.00000e+01; 0.00000e+00; 1.50000e+00],26 [3.00000e+01; 0.00000e+00; 3.00000e+00],27 [3.00000e+01; 0.00000e+00; 4.50000e+00],28 [3.00000e+01; 0.00000e+00; 6.00000e+00],29 [3.00000e+01; 0.00000e+00; 7.50000e+00],30 [3.00000e+01; 0.00000e+00; 9.00000e+00],31 [3.00000e+01; 1.50000e+00; 0.00000e+00],32 [3.00000e+01; 3.00000e+00; 0.00000e+00],33 [3.00000e+01; 4.50000e+00; 0.00000e+00],34 [3.00000e+01; 6.00000e+00; 0.00000e+00],35 [3.00000e+01; 7.50000e+00; 0.00000e+00],36 [3.00000e+01; 9.00000e+00; 0.00000e+00],37 [3.00000e+01; 0.00000e+00; -1.50000e+00],38 [3.00000e+01; 0.00000e+00; -3.00000e+00],39 [3.00000e+01; 0.00000e+00; -4.50000e+00],40 [3.00000e+01; 0.00000e+00; -6.00000e+00],41 [3.00000e+01; 0.00000e+00; -7.50000e+00],42 [3.00000e+01; 0.00000e+00; -9.00000e+00],43 [3.00000e+01; -1.50000e+00; 0.00000e+00],44 [3.00000e+01; -3.00000e+00; 0.00000e+00],45 [3.00000e+01; -4.50000e+00; 0.00000e+00],46 [3.00000e+01; -6.00000e+00; 0.00000e+00],47 [3.00000e+01; -7.50000e+00; 0.00000e+00],48 [3.00000e+01; -9.00000e+00; 0.00000e+00],49 [4.90000e+01; 0.00000e+00; 5.00000e-01],50 [4.90000e+01; 0.00000e+00; 1.50000e+00],51 [4.90000e+01; 0.00000e+00; 2.50000e+00],52 [4.90000e+01; 0.00000e+00; 3.50000e+00],53 [4.90000e+01; 5.00000e-01; 0.00000e+00],54 [4.90000e+01; 1.50000e+00; 0.00000e+00],55 [4.90000e+01; 2.50000e+00; 0.00000e+00],56 [4.90000e+01; 3.50000e+00; 0.00000e+00],57 [4.90000e+01; 0.00000e+00; -5.00000e-01],58 [4.90000e+01; 0.00000e+00; -1.50000e+00],59 [4.90000e+01; 0.00000e+00; -2.50000e+00],60 [4.90000e+01; 0.00000e+00; -3.50000e+00],61 [4.90000e+01; -5.00000e-01; 0.00000e+00],62 [4.90000e+01; -1.50000e+00; 0.00000e+00],63 [4.90000e+01; -2.50000e+00; 0.00000e+00],64 [4.90000e+01; -3.50000e+00; 0.00000e+00],65 [5.00500e+01; 0.00000e+00; 5.00000e-01],66 [5.00500e+01; 0.00000e+00; 1.50000e+00],67 [5.00500e+01; 0.00000e+00; 2.50000e+00],68 [5.00500e+01; 0.00000e+00; 3.50000e+00],69 [5.00500e+01; 5.00000e-01; 0.00000e+00],70 [5.00500e+01; 1.50000e+00; 0.00000e+00],71 [5.00500e+01; 2.50000e+00; 0.00000e+00],72 [5.00500e+01; 3.50000e+00; 0.00000e+00],73 [5.00500e+01; 0.00000e+00; -5.00000e-01],74 [5.00500e+01; 0.00000e+00; -1.50000e+00],75 [5.00500e+01; 0.00000e+00; -2.50000e+00],76 [5.00500e+01; 0.00000e+00; -3.50000e+00],77 [5.00500e+01; -5.00000e-01; 0.00000e+00],78 [5.00500e+01; -1.50000e+00; 0.00000e+00],79 [5.00500e+01; -2.50000e+00; 0.00000e+00],80 [5.00500e+01; -3.50000e+00; 0.00000e+00],81 [5.11000e+01; 0.00000e+00; 5.00000e-01],82 [5.11000e+01; 0.00000e+00; 1.50000e+00],83 [5.11000e+01; 0.00000e+00; 2.50000e+00],84 [5.11000e+01; 0.00000e+00; 3.50000e+00],85 [5.11000e+01; 5.00000e-01; 0.00000e+00],86 [5.11000e+01; 1.50000e+00; 0.00000e+00],87 [5.11000e+01; 2.50000e+00; 0.00000e+00],88 [5.11000e+01; 3.50000e+00; 0.00000e+00],89 [5.11000e+01; 0.00000e+00; -5.00000e-01],90 [5.11000e+01; 0.00000e+00; -1.50000e+00],91 [5.11000e+01; 0.00000e+00; -2.50000e+00],92 [5.11000e+01; 0.00000e+00; -3.50000e+00],93 [5.11000e+01; -5.00000e-01; 0.00000e+00],94 [5.11000e+01; -1.50000e+00; 0.00000e+00],95 [5.11000e+01; -2.50000e+00; 0.00000e+00],96 [5.11000e+01; -3.50000e+00; 0.00000e+00]
 1.0000000e-01,  3.8260623e-01,  6.3955304e-01,  8.7586819e-01,  1.1254951e+00,  1.4820853e+00,  1.4518067e+00, -1.3324271e-02,  3.5081318e-02, -3.7113518e-02,  4.7886692e-02, -2.6286715e-02,  6.7076969e-02, -4.3981457e-01, -4.8950193e-01, -9.5713292e-01, -1.2507658e+00, -1.3867059e+00, -1.4497848e+00,  2.0825773e-02,  4.6240500e-02, -4.0130299e-02, -1.3404757e-02, -4.8805246e-02,  5.6529531e-02,  4.1429439e-04,  1.8749681e-03,  2.9547019e-03,  3.4648112e-03,  3.0482226e-03,  3.4271404e-03, -1.0153538e-04,  1.8978376e-05, -6.8447896e-05, -1.5592364e-04, -4.9184188e-05,  3.0981490e-05, -7.6100169e-04, -2.2036081e-03, -3.0825732e-03, -3.4129190e-03, -3.4278051e-03, -3.5092048e-03, -6.6724336e-05, -1.9315360e-04,  3.5994342e-04, -5.1395352e-05, -1.5444219e-04,  4.6703886e-05,  3.7117880e-06,  1.2572612e-05,  1.9829136e-05,  2.2629915e-05,  1.8285137e-06, -4.5464824e-06, -1.6979555e-06, -9.1989532e-07, -5.8264407e-06, -1.0566839e-05, -1.8548222e-05, -2.3306983e-05,  1.1240747e-06, -8.9307502e-07,  4.4381828e-06, -1.8594671e-06,  1.9695528e-06,  9.0184963e-06,  1.1285578e-05,  1.7151753e-05,  5.6883534e-07,  1.4511703e-06,  1.2208859e-06, -1.2491756e-06, -5.1524432e-06, -6.6419694e-06, -1.1517253e-05, -2.0094722e-05,  4.7336986e-06, -3.7124287e-07, -8.8163008e-07,  1.6752916e-06,  4.5576906e-06,  6.8548873e-06,  1.1143873e-05,  1.2103555e-05, -6.0841162e-07, -6.0841162e-07,  1.4808568e-06, -3.3039119e-07, -4.7378435e-06, -5.2532992e-06, -9.5549123e-06, -1.4397650e-05, -1.2879319e-06, -2.1953179e-06, -4.4941395e-07,  2.5963514e-07
