# Time varying values for: VelocityZ
#
# Monitoring point coordinates:
#        1 [ 0.0000000e+00,  1.0000000e-04,  0.0000000e+00]
#        2 [ 0.0000000e+00,  2.5000000e-03,  0.0000000e+00]
#        3 [ 0.0000000e+00,  4.9000000e-03,  0.0000000e+00]
#        4 [ 5.0000000e-02,  1.0000000e-04,  0.0000000e+00]
#        5 [ 5.0000000e-02,  2.5000000e-03,  0.0000000e+00]
#        6 [ 5.0000000e-02,  4.9000000e-03,  0.0000000e+00]
#        7 [ 1.0000000e-01,  1.0000000e-04,  0.0000000e+00]
#        8 [ 1.0000000e-01,  2.5000000e-03,  0.0000000e+00]
#        9 [ 1.0000000e-01,  4.9000000e-03,  0.0000000e+00]
#
# Columns:
#   0:     Time step number
#   1 - :  Values at monitoring points
#
#TITLE: VelocityZ
#COLUMN_TITLES:  nt | 1 [0.00000e+00, 1.00000e-04, 0.00000e+00] | 2 [0.00000e+00, 2.50000e-03, 0.00000e+00] | 3 [0.00000e+00, 4.90000e-03, 0.00000e+00] | 4 [5.00000e-02, 1.00000e-04, 0.00000e+00] | 5 [5.00000e-02, 2.50000e-03, 0.00000e+00] | 6 [5.00000e-02, 4.90000e-03, 0.00000e+00] | 7 [1.00000e-01, 1.00000e-04, 0.00000e+00] | 8 [1.00000e-01, 2.50000e-03, 0.00000e+00] | 9 [1.00000e-01, 4.90000e-03, 0.00000e+00]
#COLUMN_UNITS:  iter - - - - - - - - -
#
        1 -4.3106884e-18 -1.0129786e-17 -2.9276862e-32 -1.2326863e-18  0.0000000e+00 -3.7060806e-18 -1.3440146e-18  6.3882899e-17 -1.3469626e-18
        2 -4.3106884e-18 -1.4017058e-17 -3.0320488e-18 -3.6847453e-18  0.0000000e+00 -6.1633759e-18 -2.3443774e-18  1.0812306e-16 -2.3307478e-18
        3 -4.1217850e-18 -1.4017058e-17 -5.8633138e-18 -3.3778859e-18  0.0000000e+00 -5.7020987e-18 -2.1560139e-18  9.9821661e-17 -2.1443203e-18
        4 -4.1217850e-18 -1.3531119e-17 -7.3711109e-18 -3.2243360e-18  0.0000000e+00 -5.5482181e-18 -2.0424410e-18  9.4890732e-17 -2.0304999e-18
        5 -4.1217850e-18 -1.3288146e-17 -8.2187085e-18 -3.1475207e-18  0.0000000e+00 -5.4712371e-18 -1.9756680e-18  9.1989973e-17 -1.9635813e-18
        6 -4.1217850e-18 -1.3166659e-17 -8.6894580e-18 -3.0706774e-18  0.0000000e+00 -5.3557233e-18 -1.9331877e-18  9.0145422e-17 -1.9215954e-18
        7 -4.0746796e-18 -1.2923684e-17 -8.9718673e-18 -3.0706774e-18  0.0000000e+00 -5.3172084e-18 -1.9044694e-18  8.8886434e-17 -1.8934017e-18
        8 -4.0746796e-18 -1.2862941e-17 -9.0659969e-18 -3.0322379e-18  0.0000000e+00 -5.2594244e-18 -1.8842455e-18  8.7981353e-17 -1.8732804e-18
        9 -4.0511295e-18 -1.2802197e-17 -9.1601229e-18 -3.0130150e-18  0.0000000e+00 -5.2401600e-18 -1.8694416e-18  8.7309136e-17 -1.8584441e-18
       10 -4.0511295e-18 -1.2771825e-17 -9.2071850e-18 -2.9937897e-18  0.0000000e+00 -5.2112597e-18 -1.8582273e-18  8.6800515e-17 -1.8472788e-18
