# Time varying values for: VelocityZ
#
# Monitoring point coordinates:
#        1 [ 0.0000000e+00,  1.0000000e-04,  0.0000000e+00]
#        2 [ 0.0000000e+00,  2.5000000e-03,  0.0000000e+00]
#        3 [ 0.0000000e+00,  4.9000000e-03,  0.0000000e+00]
#        4 [ 5.0000000e-02,  1.0000000e-04,  0.0000000e+00]
#        5 [ 5.0000000e-02,  2.5000000e-03,  0.0000000e+00]
#        6 [ 5.0000000e-02,  4.9000000e-03,  0.0000000e+00]
#        7 [ 1.0000000e-01,  1.0000000e-04,  0.0000000e+00]
#        8 [ 1.0000000e-01,  2.5000000e-03,  0.0000000e+00]
#        9 [ 1.0000000e-01,  4.9000000e-03,  0.0000000e+00]
#
# Columns:
#   0:     Time step number
#   1 - :  Values at monitoring points
#
#TITLE: VelocityZ
#COLUMN_TITLES:  nt | 1 [0.00000e+00, 1.00000e-04, 0.00000e+00] | 2 [0.00000e+00, 2.50000e-03, 0.00000e+00] | 3 [0.00000e+00, 4.90000e-03, 0.00000e+00] | 4 [5.00000e-02, 1.00000e-04, 0.00000e+00] | 5 [5.00000e-02, 2.50000e-03, 0.00000e+00] | 6 [5.00000e-02, 4.90000e-03, 0.00000e+00] | 7 [1.00000e-01, 1.00000e-04, 0.00000e+00] | 8 [1.00000e-01, 2.50000e-03, 0.00000e+00] | 9 [1.00000e-01, 4.90000e-03, 0.00000e+00]
#COLUMN_UNITS:  iter - - - - - - - - -
#
        1 -1.7239951e-17  6.6283150e-25  3.9450825e-27 -4.2671266e-17  1.6245851e-16  4.2745551e-17  2.2197375e-16  1.4536628e-15 -2.9511092e-16
        2 -1.1150059e-17  6.7741644e-25  4.9035057e-27 -4.2671264e-17  1.2782564e-16  2.2535858e-17  1.7334834e-16  1.1554528e-15 -2.2982966e-16
        3 -1.0388781e-17  6.7986680e-25  5.1223754e-27 -4.2671264e-17  1.2782563e-16  1.7479990e-17  1.6135405e-16  1.0828538e-15 -2.1393947e-16
        4 -1.0198480e-17  6.7806716e-25  5.2098277e-27 -4.2039881e-17  1.2782563e-16  1.6215371e-17  1.5708812e-16  1.0565354e-15 -2.0845114e-16
        5 -1.0103333e-17  6.7663927e-25  5.2574969e-27 -4.1724051e-17  1.2568713e-16  1.5266490e-17  1.5463094e-16  1.0409466e-15 -2.0533237e-16
        6 -1.0055761e-17  1.2059549e-19  5.2895794e-27 -4.1724051e-17  1.2568713e-16  1.4633657e-17  1.5274057e-16  1.0288044e-15 -2.0290317e-16
        7 -1.0008190e-17  1.2059549e-19  5.3105919e-27 -4.1566021e-17  1.2515474e-16  1.4158870e-17  1.5115984e-16  1.0186262e-15 -2.0082925e-16
        8 -9.9606199e-18  1.2059548e-19  5.3239382e-27 -4.1566021e-17  1.2462320e-16  1.4000559e-17  1.4983709e-16  1.0100498e-15 -1.9904850e-16
        9 -9.9130499e-18  1.2059548e-19  5.3323940e-27 -4.1566021e-17  1.2409237e-16  1.3842206e-17  1.4870992e-16  1.0028612e-15 -1.9751614e-16
       10 -9.8654803e-18  1.2059548e-19  5.3378802e-27 -4.1407865e-17  1.2356216e-16  1.3683817e-17  1.4775762e-16  9.9686205e-16 -1.9620796e-16
