# Time varying values for: VelocityY
#
# Monitoring point coordinates:
#        1 [ 0.0000000e+00,  1.0000000e-04,  0.0000000e+00]
#        2 [ 0.0000000e+00,  2.5000000e-03,  0.0000000e+00]
#        3 [ 0.0000000e+00,  4.9000000e-03,  0.0000000e+00]
#        4 [ 5.0000000e-02,  1.0000000e-04,  0.0000000e+00]
#        5 [ 5.0000000e-02,  2.5000000e-03,  0.0000000e+00]
#        6 [ 5.0000000e-02,  4.9000000e-03,  0.0000000e+00]
#        7 [ 1.0000000e-01,  1.0000000e-04,  0.0000000e+00]
#        8 [ 1.0000000e-01,  2.5000000e-03,  0.0000000e+00]
#        9 [ 1.0000000e-01,  4.9000000e-03,  0.0000000e+00]
#
# Columns:
#   0:     Time step number
#   1 - :  Values at monitoring points
#
#TITLE: VelocityY
#COLUMN_TITLES:  nt | 1 [0.00000e+00, 1.00000e-04, 0.00000e+00] | 2 [0.00000e+00, 2.50000e-03, 0.00000e+00] | 3 [0.00000e+00, 4.90000e-03, 0.00000e+00] | 4 [5.00000e-02, 1.00000e-04, 0.00000e+00] | 5 [5.00000e-02, 2.50000e-03, 0.00000e+00] | 6 [5.00000e-02, 4.90000e-03, 0.00000e+00] | 7 [1.00000e-01, 1.00000e-04, 0.00000e+00] | 8 [1.00000e-01, 2.50000e-03, 0.00000e+00] | 9 [1.00000e-01, 4.90000e-03, 0.00000e+00]
#COLUMN_UNITS:  iter - - - - - - - - -
#
        1 -9.0032815e-04  6.7641124e-05  9.0093944e-04 -7.7761231e-04  5.3255572e-05  7.7847570e-04 -1.5460341e-04  1.9080223e-05  1.5428709e-04
        2 -8.1917792e-04  3.0659948e-05  8.1881843e-04 -7.4295758e-04  4.5323828e-05  7.4256754e-04 -1.7059442e-04  1.2225299e-05  1.7023090e-04
        3 -7.2136487e-04  1.6901957e-05  7.2123303e-04 -7.1402697e-04  4.0645159e-05  7.1337492e-04 -1.9304751e-04  7.5631319e-06  1.9258523e-04
        4 -6.5987325e-04  1.0715762e-05  6.5950565e-04 -6.8879583e-04  3.7322975e-05  6.8807790e-04 -2.2083403e-04  5.3175441e-06  2.2025052e-04
        5 -6.2365311e-04  7.8388924e-06  6.2359810e-04 -6.6632203e-04  3.4823231e-05  6.6558604e-04 -2.4976274e-04  5.1232136e-06  2.4906491e-04
        6 -5.9931711e-04  6.3503163e-06  5.9947504e-04 -6.4624900e-04  3.2900069e-05  6.4551005e-04 -2.7574808e-04  6.3043830e-06  2.7496216e-04
        7 -5.8516770e-04  5.4811939e-06  5.8545375e-04 -6.2829855e-04  3.1397826e-05  6.2756314e-04 -2.9639173e-04  8.2767418e-06  2.9555278e-04
        8 -5.7629411e-04  4.9126292e-06  5.7665114e-04 -6.1223863e-04  3.0211255e-05  6.1150999e-04 -3.1050606e-04  1.0610276e-05  3.0965068e-04
        9 -5.7040021e-04  4.5130695e-06  5.7079665e-04 -5.9786609e-04  2.9265425e-05  5.9714719e-04 -3.1931250e-04  1.2969823e-05  3.1846931e-04
       10 -5.6632641e-04  4.2143502e-06  5.6674567e-04 -5.8499882e-04  2.8505256e-05  5.8429047e-04 -3.2431567e-04  1.5074142e-05  3.2349987e-04
